id;min;phrase;clicks;ctr;premium_clicks;premium_ctr;shows;max;first_place_ctr;premium_min;premium_max;first_place_clicks
29674;3.39;"!заказать !недорого !еду !москва";2;0.71;2;5.69;12;3.39;0.71;5.47;29.52;2
29675;2.68;"!доставка !еды !спортивное !питание";2;1.33;3;16.79;15;2.92;1.33;4.89;12.07;2
29676;1.91;"!доставка !сбалансированного !питания !на !дом";2;0.11;4;9.49;27;1.91;0.11;4.03;10.1;2
29677;1.38;"!заказать !правильное !питание !питание !на !неделю";2;0.73;2;17.02;13;1.38;0.73;7.33;15.45;2
29678;1.95;"!заказать !еду !на !дом !для !похудения";2;0.1;4;10.23;33;1.95;0.1;3.22;15.62;2
29679;1.84;"!питание !сбалансированное !на !дом";2;0.9;3;19.75;13;1.9;1.56;4.36;20.98;2
29680;1.93;"!доставка !диетического !питания !на !дом !москва";2;1.7;4;18.58;9;3.03;1.78;3.8;9.04;2
29681;1.22;"!диетическое !питание !доставка !на !дом !москва";2;1.81;2;11.72;1;3.46;4.17;4.29;12.07;2
29682;0.53;"!калькулятор !калорий";4;0.28;43;4.1;2218;0.71;0.28;1.51;1.51;4
29683;3.81;"!лучшие !сервисы !доставки !здорового !питания";2;1.18;2;10.25;11;3.81;1.18;9.26;13.84;2
29684;11.39;"!заказ !диетической !еды !на !дом !москва";2;0.97;3;7.14;19;11.39;0.97;5.41;14.54;2
29685;4.72;"!еда !пп !на !дом !заказать";2;0.5;2;24.83;1;4.72;0.5;1.21;2.4;2
29686;4.72;"!еда !на !дом !заказать !пп";0;0;0;0;1;4.72;0;1.21;2.4;0
29687;1.42;"!полезное !питание !москва !доставка";2;0.95;2;9.92;3;1.42;0.95;6.39;11.07;2
29688;27.53;"!пп !еда !с !доставкой !на !дом !москва";2;0.77;2;10.37;1;27.53;0.77;11.09;37.64;2
29689;7.65;"!доставка !еды !для !набора !веса !в !москве";2;0.07;3;6.55;25;7.65;0.07;9.69;14.55;2
29690;1.4;"!доставка !еды !для !спортсменов !москва";2;5.22;2;7.83;5;1.5;5.22;5.99;7.03;2
29691;0.01;"!еда !для !спортсменов !доставка !москва";0;0;2;26.52;1;0.01;0;4.37;10.35;0
29692;11.73;"!доставка !еда !для !вегетарианцев";2;0.13;2;1.92;26;11.73;0.13;13.57;33.5;2
29693;24.96;"!доставка !еды !для !вегетарианцев";2;0.42;2;12.88;5;24.96;0.42;6.95;10.55;2
29694;1.48;"!еда !по !калориям !доставка !москва";2;0.76;2;2.64;2;1.48;0.76;1.69;31.77;2
29695;1.57;"!заказ !здорового !питания !на !дом";2;1.53;4;16.88;7;3.77;3.48;4.49;9.72;2
29696;1.57;"!заказ !на !дом !здорового !питания";0;0;0;0;7;3.77;0;4.49;9.72;0
29697;0.01;"!здоровое !питание !заказ !на !дом";0;0;0;0;2;0.01;0;0.01;0.01;0
29698;0.01;"!правильное !питание !заказать !еду !на !неделю";0;0;2;13.75;9;0.01;0;7.63;15.29;0
29699;3.13;"!готовые !обеды !на !неделю !с !доставкой !москва";2;1.73;3;17.09;9;3.13;1.73;7.77;26.53;2
29700;4.01;"!здоровая !еда !для !похудения !с !доставкой";2;0.09;3;4.62;29;4.01;0.09;7.32;11.84;2
29701;9.12;"!доставка !еды !для !похудения !москва !недорого";2;0.32;3;4.04;29;11.37;0.37;8.23;16.56;2
29702;9.12;"!доставка !еды !для !похудения !недорого !москва";0;0;0;0;29;11.37;0;8.23;16.56;0
29703;9.12;"!доставка !еды !недорого !москва !для !похудения";0;0;0;0;29;11.37;0;8.23;16.56;0
29704;11.68;"!доставка !сбалансированного !питания !для !похудения";2;0.1;3;7.19;29;11.68;0.1;4.86;11.95;2
29705;0.01;"!доставка !еды !для !спортсменов !москва !на !неделю";0;0;0;0;0;0.01;0;0.01;0.01;0
29706;0.01;"!вегетарианское !еда !заказ";0;0;0;0;1;0.01;0;0.01;0.01;0
29707;1.07;"!рацион !питания";2;0.27;8;5.2;116;1.18;0.27;2.84;3.11;2
29708;0.75;"!пп !с !доставкой !на !дом !москва";2;0.66;3;12.35;19;4.96;0.81;7.47;33.06;2
29709;4.24;"!yamdiet !доставка !еды";2;0.84;3;3.9;43;4.24;0.84;7;22.06;2
29710;3.56;"!готовая !диетическая !еда !с !доставкой !на !дом";2;0.1;3;5.54;29;3.56;0.1;6.43;9.31;2
29711;7.1;"!заказать !еду !для !похудения !на !дом !москва";2;0.14;5;12.9;26;7.1;0.14;3.43;20.28;2
29712;5.97;"!правильное !питание !для !похудения !доставка";2;0.22;2;5.36;7;5.97;0.22;5.29;14.22;2
29713;1.79;"!доставка !правильного !питания !для !похудения";2;1.87;2;10.83;3;1.79;1.87;3.09;7.78;2
29714;5.66;"!доставка !на !дом !здорового !питания";2;1.2;4;12.84;9;5.66;1.2;4.81;14.37;2
29715;0.01;"!здоровое !питание !доставка !на !дом";0;0;2;11.86;0;0.01;0;2.46;4.84;0
29716;0.01;"!доставка !на !дом !здоровое !питание";0;0;0;0;0;0.01;0;2.46;4.84;0
29717;0.01;"!сбалансированное !питания !с !доставкой";0;0;0;0;1;0.01;0;0.01;0.01;0
29718;1.74;"!заказать !готовую !еду !на !неделю";2;1.28;3;15.99;5;2.62;1.68;8.54;24.73;2
29719;1.74;"!заказать !еду !на !неделю !готовую";0;0;0;0;5;2.62;0;8.54;24.73;0
29720;4.25;"!заказ !еды !пп !на !дом";2;1.42;2;4.4;2;4.25;1.42;10.03;24.33;2
29721;4.25;"!заказ !пп !еды !на !дом";0;0;0;0;2;4.25;0;10.03;24.33;0
29722;1.91;"!доставка !пп !еды !москва !недорого";2;1.72;2;8.18;9;1.91;1.72;12.69;38.84;2
29723;1.11;"!доставка !правильного !питания !москва !рейтинг";2;1.53;3;19.33;7;1.11;1.53;4.99;7.31;2
29724;22.45;"!заказать !здоровую !еду !на !дом";2;0.75;2;9.67;12;22.45;0.75;7.64;12.7;2
29725;2.3;"!диета !при !гастрите !желудка";2;0.08;4;1.25;263;2.3;0.08;4.14;4.56;2
29726;3.92;"!здоровое !питание !на !день !доставка";2;0.1;3;5.84;26;3.92;0.1;3.45;7.96;2
29727;2.13;"!заказ !диетического !питания !с !доставкой !в !москве";2;3.64;3;14.93;5;3.47;2.15;2.8;3.36;2
29728;0.01;"!сервисы !доставки !еды !на !неделю !москва";0;0;2;22.68;6;0.01;0;4.07;6.3;0
29729;1.57;"!диетическое !питание !на !дом";2;0.65;4;12.52;19;2.73;1.78;2.19;3.55;2
29730;6.15;"!доставка !еды !правильной !москва";2;1.77;3;18.54;7;6.15;1.77;8.82;17.12;2
29731;6.15;"!москва !доставка !правильной !еды";0;0;0;0;7;6.15;0;8.82;17.12;0
29732;2.47;"!p !food !ru !цена";2;0.55;2;6.34;10;2.47;0.55;1.22;87.01;2
29733;2.73;"!performance !food !официальный !сайт";2;0.12;12;32.74;47;3.15;0.12;34.52;39.63;2
29734;7.23;"!доставка !еды !и !обедов";2;0.58;2;2.32;2;11.04;0.56;25.38;89.84;2
29735;2.03;"!сбалансированное !готовое !питание";2;0.51;3;9.67;13;2.03;0.51;4.44;28.58;2
29736;0.64;"!еда !пп !на !каждый !день !доставка !недорого";2;1.17;2;10.54;5;1.84;2.36;5.65;19.71;2
29737;0.59;"!калькулятор !калорий !онлайн";2;0.23;19;5.14;918;0.7;0.23;1.9;1.9;2
29738;1.15;"!наборы !готовой !еды !на !неделю";2;1.26;2;10.02;5;1.15;1.26;2.48;12.3;2
29739;2.07;"!доставка !диетической !еды !москва";2;1.27;2;14.3;5;3.85;1.87;3.18;10.63;2
29740;0.01;"!диетическая !еда !доставка !москва";0;0;0;0;2;0.01;0;0.01;0.01;0
29741;0.95;"!лечебное !питание !доставка !на !дом";2;1.17;2;5.19;6;0.95;1.17;3.04;10.6;2
29742;0.01;"!доставка !лечебного !питания !на !дом";0;0;2;30.33;5;0.01;0;6.06;7.89;0
29743;1.81;"!готовая !еда !для !похудения !на !неделю";2;0.78;4;18.69;13;1.81;0.78;1.75;4.59;2
29744;24.57;"!еда !с !доставкой !фитнес";2;1.07;3;12.91;9;24.57;1.07;2.92;7.36;2
29745;1.97;"!правильная !еда !доставка";2;1.37;2;7.2;1;1.97;1.37;7.53;12.38;2
29746;4.69;"!правильное !питание !доставка !недорого";2;0.47;2;13.35;2;4.69;0.47;6.73;9.19;2
29747;1.55;"!москва !готовая !еда";2;0.91;3;12.08;12;1.55;0.91;3.21;10.23;2
29748;1.86;"!калорийность !продуктов";2;0.09;6;0.63;2033;1.93;0.09;3.82;4.35;2
29749;1.74;"!готовое !диетическое !питание !с !доставкой";2;0.26;2;17.25;6;2.82;1.22;3.06;4.5;2
29750;1.74;"!диетическое !готовое !питание !с !доставкой";0;0;0;0;6;2.82;0;3.06;4.5;0
29751;3.05;"!полезная !еда !заказать";2;0.49;2;7.76;5;3.07;0.49;3.61;13.89;2
29752;2.75;"!сервис !по !доставке !здорового !питания";2;0.44;2;15.52;4;2.75;0.44;7.18;9.17;2
29753;2.94;"!сервисы !по !доставке !здорового !питания";2;1.11;2;8.28;5;4.77;1.17;6.48;8.77;2
29754;0.01;"!полезные !питание";0;0;0;0;0;0.01;0;0.01;0.01;0
29755;1.98;"!питание !доставка !на !дом";2;0.75;2;3.87;1;1.98;0.75;2.89;20.8;2
29756;1.98;"!доставка !на !дом !питание";0;0;0;0;1;1.98;0;2.89;20.8;0
29757;1.28;"!правильное !питание !на !неделю !заказать";2;0.95;3;16.48;4;1.28;0.95;4.29;31.56;2
29758;1.28;"!правильное !питание !заказать !на !неделю";0;0;0;0;4;1.28;0;4.29;31.56;0
29759;1.28;"!заказать !на !неделю !правильное !питание";0;0;0;0;4;1.28;0;4.29;31.56;0
29760;4.36;"!заказать !здоровая !еда";2;0.36;2;6.66;3;4.36;0.36;8.97;29.01;2
29761;1.85;"!еда !сбалансированная !с !доставкой";2;0.47;2;11.98;7;1.85;0.47;2.32;8.54;2
29762;0.01;"!правильное !питание !доставка !подольск";0;0;0;0;0;0.01;0;0.01;0.01;0
29763;0.69;"!еда !в !контейнерах !на !неделю !москва";2;1.08;2;1.88;7;1.76;0.96;2.16;7.65;2
29764;5.58;"!питание !для !похудения !заказать";2;0.94;3;9.44;19;5.58;0.94;2.41;4.75;2
29765;0.01;"!правильное !питание !доставка !в !москве";0;0;0;0;1;0.01;0;0.01;0.01;0
29766;4.82;"!доставка !на !дом !диетического !питания";2;0.42;2;13.65;3;4.82;0.42;2.66;5.04;2
29767;1.42;"!фитнес !питание !с !доставкой !на !дом";2;1.07;2;7.41;10;2.74;2.04;4.4;19.92;2
29768;1.27;"!готовые !блюда !с !доставкой !на !дом !москва";2;2.65;2;14.63;7;1.36;2.65;5.07;10.83;2
29769;2.06;"!доставка !еды !в !день !заказа";2;0.76;2;4.9;11;2.51;0.64;8.84;43.83;2
29770;1.25;"!пищевое !оборудование !москва";2;0.71;2;4.25;16;3.42;0.79;5.9;21.83;2
29771;0.01;"!купить !готовую !еду !с !доставкой";0;0;2;13.81;1;0.01;0;8.22;18.66;0
29772;0.79;"!доставка !полезного !питания";2;1.31;3;15.7;6;0.79;1.31;5.1;7.95;2
29773;4.41;"!полезное !питание !доставка";2;0.76;2;3.29;7;4.41;0.76;1.99;4.21;2
29774;5.9;"!готовое !питание !на !неделю !доставка";2;0.43;2;9.33;1;5.9;0.43;2.13;6.16;2
29775;2.81;"!готовая !еда !на !неделю !с !доставкой !рейтинг";2;0.84;2;15.02;3;2.81;0.84;4.76;20.8;2
29776;1.34;"!как !реально !похудеть";2;0.42;3;9.35;29;1.34;0.42;1.11;5.44;2
29777;0.92;"!пп !питание !доставка";2;2.15;2;6.45;1;0.92;2.15;2.88;7.39;2
29778;2.5;"!дешевая !доставка !правильного !питания";2;0.49;2;3.2;2;2.5;0.49;4.42;5.77;2
29779;2.95;"!сервисы !доставки !правильного !питания";2;0.69;2;7.16;2;2.95;0.69;6.03;15.72;2
29780;0.01;"!питание !для !рабочих !с !доставкой";0;0;2;9.7;4;0.01;0;3.66;6.36;0
29781;3.3;"!доставка !фитнес !еды !на !дом";2;0.37;2;5.12;3;3.3;0.37;6.29;11.59;2
29782;1.39;"!спортивное !питание !на !дом";2;0.72;4;13.58;18;1.39;0.72;1.96;7.06;2
29783;1.39;"!питание !спортивное !на !дом";0;0;0;0;18;1.39;0;1.96;7.06;0
29784;1.97;"!еда !в !контейнерах !на !неделю !доставка";2;0.24;2;24.5;3;1.97;0.24;7.34;10.52;2
29785;1.43;"!доставка !еды !в !контейнерах !на !неделю";2;2.27;2;8.54;1;2.13;2.25;4.06;10.55;2
29786;0.01;"!заказать !диетическое !питание !с !доставкой";0;0;3;19.26;3;0.01;0;3.13;5.91;0
29787;0.01;"!еда !ру !заказать !еду";0;0;2;14.99;2;0.01;0;6.16;30.72;0
29788;4.97;"!заказать !готовую !еду !для !похудения";2;0.82;3;14.69;2;4.97;0.82;4.76;14.58;2
29789;8.28;"!пп !питание !доставка !москва";2;0.13;3;15.43;5;8.28;0.13;3.93;16.26;2
29790;2.64;"!заказ !еды !диетической";2;0.49;2;11.3;8;2.64;0.49;3.4;9.58;2
29791;0.01;"!заказать !пп !еду";0;0;2;11.79;5;0.01;0;1.42;4.5;0
29792;0.01;"!заказать !еду !пп";0;0;0;0;5;0.01;0;1.42;4.5;0
29793;2.68;"!пп !с !доставкой !москва";2;0.82;2;5.1;13;2.68;0.82;3.43;17.73;2
29794;1.57;"!вегетарианское !питание !с !доставкой !на !дом";2;1.73;2;26.8;2;1.57;1.73;6.53;10.47;2
29795;1.53;"!купить !правильное !питание !в !москве";2;0.54;3;17.8;10;1.53;0.54;1.6;8.06;2
29796;2.13;"!заказать !еду !на !три !дня !для !похудения";2;0.08;4;8.82;27;2.13;0.08;3.09;10.85;2
29797;2.83;"!сервисы !доставки !правильного !питания !москвы";2;0.81;2;9.62;2;2.83;0.81;3.64;7.44;2
29798;4.98;"!заказать !полезную !еду !на !дом !в !москве";2;0.44;3;14.56;5;4.98;0.44;9.64;18.81;2
29799;1.4;"!сбалансированное !питание !на !неделю !с !доставкой";2;1.04;2;11.4;5;1.4;1.04;3.55;6.74;2
29800;1.4;"!сбалансированное !питание !с !доставкой !на !неделю";0;0;0;0;5;1.4;0;3.55;6.74;0
29801;1.7;"!заказ !еды !для !спортсменов";2;0.51;3;21.97;2;1.7;0.51;3.94;6.09;2
29802;32.41;"!доставка !готовой !еды !для !спортсменов";2;0.3;0;0;3;32.41;0.3;4.15;6.82;2
29803;1.74;"!готовая !еда !на !дом !на !неделю";2;2.08;2;10.38;6;3.73;0.96;4.6;18.55;2
29804;0.01;"!доставка !еды !конструктор";0;0;0;0;0;0.01;0;0.01;0.01;0
29805;0.01;"!доставка !конструктор !еды";0;0;0;0;0;0.01;0;0.01;0.01;0
29806;1.4;"!доставка !еды !измайлово";2;0.56;2;12.9;4;1.91;0.91;6.3;21.85;2
29807;1.49;"!готовая !еда !недорого !на !неделю";2;0.56;2;12.07;6;1.49;0.56;5.13;9.22;2
29808;2.36;"!готовое !спортивное !питание !с !доставкой !москва";2;0.8;3;20.23;7;3.32;1.39;3.43;8.12;2
29809;0.01;"!доставка !готовой !здоровой !еды !на !дом";0;0;2;5.77;2;0.01;0;8.91;19.94;0
29810;1.5;"!доставка !еды !для !диабетиков !на !дом !москва";2;0.98;2;8.56;3;1.5;0.98;9.3;22.51;2
29811;8.13;"!готовая !полезная !еда !с !доставкой";2;0.53;2;17.4;4;8.13;0.53;4.19;7.85;2
29812;0.64;"!магазин !готовой !еды !москва";2;0.63;2;7.71;12;0.79;0.98;2.21;5.18;2
29813;9.67;"!еда !на !неделю !для !похудения !с !доставкой";2;1.57;2;14.86;4;9.67;1.57;4.63;13.97;2
29814;9.67;"!еда !для !похудения !на !неделю !с !доставкой";0;0;0;0;4;9.67;0;4.63;13.97;0
29815;0.85;"!сбалансированное !питание !купить";2;1.03;3;17.86;8;1.4;2.03;1.84;6.95;2
29816;0.85;"!питание !купить !сбалансированное";0;0;0;0;8;1.4;0;1.84;6.95;0
29817;0.01;"!доставка !здоровой !еды !на !неделю";0;0;2;2.59;3;0.01;0;4.26;8.93;0
29818;2.94;"!здоровая !еда !доставка !на !неделю";2;0.95;2;2.66;1;2.94;0.95;5.22;8.57;2
29819;2.94;"!здоровая !еда !на !неделю !доставка";0;0;0;0;1;2.94;0;5.22;8.57;0
29820;1.7;"!правильное !готовое !питание !на !дом";2;0.8;2;10.92;1;1.7;0.8;4.41;7.92;2
